RA (degrees),DEC (degrees),Timestamp
199.23213,-20.017723,2096-05-14
271.43588,-3.2454767,2096-05-16
151.14908,15.291394,2096-05-18
199.39932,11.290925,2096-05-20
26.811918,3.0790682,2096-05-22
201.84464,26.219007,2096-05-24
243.12036,16.838203,2096-05-26
278.93915,2.128583,2096-05-28
257.61157,31.878267,2096-05-30
282.20636,18.378847,2096-06-01
40.573147,7.9513073,2096-06-03
22.068493,-12.384239,2096-06-05
321.96472,6.531251,2096-06-07
258.4996,-9.118938,2096-06-09
151.63512,15.722216,2096-06-11
316.22418,5.1970677,2096-06-13
250.78275,30.322573,2096-06-15
210.23775,25.483305,2096-06-17
34.179237,12.9967375,2096-06-19
327.872,0.8412025,2096-06-21
192.26662,22.978817,2096-06-23
210.95734,27.43845,2096-06-25
161.31999,27.312744,2096-06-27
216.59705,25.191582,2096-06-29
13.400368,-0.2526085,2096-07-01
210.48091,6.778199,2096-07-03
170.51462,16.089624,2096-07-05
44.462585,5.203682,2096-07-07
258.11392,-12.762492,2096-07-09
332.71158,-20.43904,2096-07-11
253.24326,-5.106862,2096-07-13
60.43364,9.934544,2096-07-15
176.45901,8.172695,2096-07-17
334.91232,18.180992,2096-07-19
238.38724,13.275222,2096-07-21
199.49983,26.310045,2096-07-23
252.22574,-17.242504,2096-07-25
47.332905,8.625542,2096-07-27
238.49902,29.240704,2096-07-29
217.99629,12.317903,2096-07-31
143.09462,14.849824,2096-08-02
139.04865,-12.464395,2096-08-04
196.15938,25.011187,2096-08-06
182.2407,12.816543,2096-08-08
125.860794,22.459082,2096-08-10
196.9227,-5.4532886,2096-08-12
142.19838,23.51205,2096-08-14
231.22241,21.856487,2096-08-16
173.09872,26.911839,2096-08-18
295.57916,24.701334,2096-08-20
158.29892,21.9997,2096-08-22
215.43661,9.59221,2096-08-24
195.49709,7.6562567,2096-08-26
161.56956,15.416831,2096-08-28
143.03375,20.833817,2096-08-30
331.63843,15.502505,2096-09-01
136.08775,23.777292,2096-09-03
220.59866,-8.806987,2096-09-05
189.3643,24.708061,2096-09-07
279.04974,-10.005946,2096-09-09
50.467243,15.685421,2096-09-11
247.04227,29.556738,2096-09-13
167.27678,16.270145,2096-09-15
267.9278,-9.920475,2096-09-17
251.28452,26.081194,2096-09-19
242.5662,-6.3270736,2096-09-21
247.31912,-1.7034559,2096-09-23
192.67905,2.8302922,2096-09-25
263.57776,-9.371841,2096-09-27
356.47522,12.847857,2096-09-29
175.3139,9.580556,2096-10-01
316.5154,7.523273,2096-10-03
22.398294,3.0961463,2096-10-05
44.48083,16.489386,2096-10-07
311.34726,-16.593475,2096-10-09
159.46953,24.62198,2096-10-11
328.64404,17.533134,2096-10-13
274.2456,-12.852477,2096-10-15
148.34421,16.215202,2096-10-17
349.3932,10.227971,2096-10-19
305.81592,21.49567,2096-10-21
208.70595,22.766205,2096-10-23
261.26926,-9.940228,2096-10-25
5.2444463,14.302457,2096-10-27
297.2968,24.558977,2096-10-29
235.9276,11.546788,2096-10-31
213.06882,10.871502,2096-11-02
120.000244,22.004065,2096-11-04
342.55908,-0.79416025,2096-11-06
261.1843,27.238306,2096-11-08
109.35478,-4.0871844,2096-11-10
156.92859,14.194712,2096-11-12
173.97765,25.384668,2096-11-14
310.4667,19.125109,2096-11-16
236.22852,26.193892,2096-11-18
140.51065,19.376102,2096-11-20
237.53993,-7.4259195,2096-11-22
13.25004,13.428007,2096-11-24
14.376391,-20.668665,2096-11-26
161.10892,15.639621,2096-11-28
12.2119665,-18.892168,2096-11-30
135.84749,24.491112,2096-12-02
31.196808,-8.747322,2096-12-04
134.31973,15.84601,2096-12-06
13.565137,-0.16907859,2096-12-08
277.84454,-8.132,2096-12-10
276.4906,-14.012005,2096-12-12
195.06137,-4.3447256,2096-12-14
48.8135,6.0574355,2096-12-16
234.43437,28.265734,2096-12-18
149.425,16.908024,2096-12-20
270.00308,28.748968,2096-12-22
230.6815,27.306305,2096-12-24
337.28976,1.9111218,2096-12-26
232.26645,11.027772,2096-12-28
335.6604,13.107351,2096-12-30
314.76654,22.755207,2097-01-01
298.91318,25.531445,2097-01-03
225.8749,7.6077657,2097-01-05
355.47055,9.307268,2097-01-07
141.15833,-3.4584246,2097-01-09
13.660981,-7.771468,2097-01-11
19.346775,2.6585014,2097-01-13
213.61525,-1.1149346,2097-01-15
282.11505,15.265672,2097-01-17
246.6423,-3.0181818,2097-01-19
37.863888,2.4330335,2097-01-21
228.8108,-7.3044653,2097-01-23
9.453705,14.739058,2097-01-25
166.64603,14.516215,2097-01-27
230.86833,28.290083,2097-01-29
175.30833,7.7364855,2097-01-31
262.00513,-9.088345,2097-02-02
338.8086,4.282654,2097-02-04
321.49988,-28.258423,2097-02-06
69.40032,4.96624,2097-02-08
307.46707,-14.676974,2097-02-10
77.33957,0.7209732,2097-02-12
180.64778,9.842986,2097-02-14
124.0554,17.53279,2097-02-16
344.7922,3.9943976,2097-02-18
350.1367,0.916921,2097-02-20
339.24054,0.95155734,2097-02-22
77.98191,16.967686,2097-02-24
225.13603,18.330547,2097-02-26
319.96207,19.383572,2097-02-28
311.26068,5.9445233,2097-03-02
120.95928,17.639982,2097-03-04
58.45024,-2.5203257,2097-03-06
71.17047,4.8363304,2097-03-08
205.69138,9.505639,2097-03-10
139.80789,9.84062,2097-03-12
285.58966,26.375854,2097-03-14
356.98416,-26.053993,2097-03-16
265.3072,-16.930035,2097-03-18
33.010487,13.425967,2097-03-20
144.62335,16.790201,2097-03-22
197.64114,22.330606,2097-03-24
338.52893,10.713026,2097-03-26
181.93988,8.291976,2097-03-28
187.71863,6.1173706,2097-03-30
341.40643,3.3362799,2097-04-01
41.93176,1.592147,2097-04-03
87.38981,3.762479,2097-04-05
317.94775,3.7503295,2097-04-07
277.91684,-9.747221,2097-04-09
141.12318,16.376823,2097-04-11
337.85025,-0.012426626,2097-04-13
244.35037,17.009924,2097-04-15
243.28049,15.209099,2097-04-17
110.30498,23.108862,2097-04-19
221.59613,-3.9265747,2097-04-21
144.345,24.142721,2097-04-23
232.02213,28.187895,2097-04-25
256.85147,29.573874,2097-04-27
299.2003,18.879444,2097-04-29
290.1656,26.527775,2097-05-01
152.69342,15.589923,2097-05-03
270.0116,28.257505,2097-05-05
0.9900856,13.510053,2097-05-07
212.38364,10.841172,2097-05-09
9.789008,-0.48640102,2097-05-11
272.07944,-12.528867,2097-05-13
358.06226,12.385212,2097-05-15
259.0352,32.119434,2097-05-17
310.96414,17.677832,2097-05-19
324.51514,-2.5922618,2097-05-21
218.7688,13.971853,2097-05-23
158.79497,11.370045,2097-05-25
20.58737,3.612455,2097-05-27
290.54672,13.15643,2097-05-29
275.32507,16.857132,2097-05-31
172.50043,20.32447,2097-06-02
186.93898,7.610606,2097-06-04
126.95516,15.280027,2097-06-06
353.45367,-0.33918947,2097-06-08
192.13835,-20.933691,2097-06-10
257.04367,29.835682,2097-06-12
277.34964,28.872177,2097-06-14
270.57123,30.414482,2097-06-16
314.98746,17.3637,2097-06-18
340.4887,1.3899609,2097-06-20
26.371477,1.7711363,2097-06-22
354.3098,-0.985826,2097-06-24
232.33282,19.914965,2097-06-26
346.22418,-1.1446557,2097-06-28
279.07837,29.717978,2097-06-30
232.2757,11.050458,2097-07-02
88.129456,10.0343685,2097-07-04
346.04028,13.710104,2097-07-06
245.8924,-11.729508,2097-07-08
345.54932,4.550926,2097-07-10
30.020042,-1.5920049,2097-07-12
281.2222,-10.962882,2097-07-14
8.901595,12.056481,2097-07-16
219.30168,17.336418,2097-07-18
289.32553,26.823563,2097-07-20
178.55226,17.031511,2097-07-22
5.2696023,-15.570838,2097-07-24
129.89082,15.570093,2097-07-26
329.09348,5.259989,2097-07-28
259.02487,-8.5696535,2097-07-30
76.57694,19.759594,2097-08-01
312.9808,22.481842,2097-08-03
44.917053,9.42748,2097-08-05
243.52441,19.884775,2097-08-07
265.92712,15.454274,2097-08-09
126.25428,17.199493,2097-08-11
256.46964,-11.577634,2097-08-13
259.9115,-12.985069,2097-08-15
146.17065,9.965544,2097-08-17
214.43884,27.160652,2097-08-19
184.1019,22.352701,2097-08-21
15.305329,2.3873067,2097-08-23
8.603056,9.466876,2097-08-25
197.90309,8.212677,2097-08-27
177.85875,26.453455,2097-08-29
119.837395,5.430782,2097-08-31
171.22586,25.19284,2097-09-02
343.69794,5.5261436,2097-09-04
261.3041,31.595549,2097-09-06
213.19849,26.119574,2097-09-08
140.92322,25.685883,2097-09-10
266.90115,-12.977607,2097-09-12
203.8628,-2.5348063,2097-09-14
202.23886,9.577149,2097-09-16
344.77957,-29.287924,2097-09-18
168.4909,10.251691,2097-09-20
26.757858,4.323515,2097-09-22
151.52621,14.9675665,2097-09-24
182.42635,6.017845,2097-09-26
55.801514,12.839049,2097-09-28
244.33582,-5.688368,2097-09-30
347.60858,-4.030569,2097-10-02
218.95842,17.012033,2097-10-04
91.98629,7.247831,2097-10-06
237.93253,25.579948,2097-10-08
300.40042,22.375465,2097-10-10
172.5246,14.788339,2097-10-12
21.46593,2.3114066,2097-10-14
149.30807,23.666794,2097-10-16
253.1087,-8.174166,2097-10-18
18.815992,-22.204594,2097-10-20
231.69473,0.019864041,2097-10-22
109.53782,15.9383,2097-10-24
145.68076,16.15653,2097-10-26
80.818565,9.069007,2097-10-28
23.74033,1.755306,2097-10-30
158.16087,18.662533,2097-11-01
8.972723,-1.9874743,2097-11-03
40.646626,7.3709188,2097-11-05
195.54468,26.709412,2097-11-07
341.253,16.60136,2097-11-09
186.85149,9.0009165,2097-11-11
65.02706,4.390371,2097-11-13
311.12338,8.335401,2097-11-15
175.77892,19.562922,2097-11-17
248.0748,30.554808,2097-11-19
276.15326,15.360125,2097-11-21
127.67069,-16.44783,2097-11-23
113.97706,11.961324,2097-11-25
206.46538,1.7485113,2097-11-27
209.64024,25.027006,2097-11-29
158.84886,19.384024,2097-12-01
71.79533,7.8042154,2097-12-03
134.72157,23.459408,2097-12-05
63.869907,10.779729,2097-12-07
248.5304,13.347573,2097-12-09
234.62189,24.34367,2097-12-11
95.40702,19.562645,2097-12-13
340.9026,1.2962117,2097-12-15
15.423977,-23.416878,2097-12-17
49.610565,15.875336,2097-12-19
341.95285,5.6242456,2097-12-21
193.20512,25.74445,2097-12-23
219.00455,25.56275,2097-12-25
238.96732,15.103646,2097-12-27
184.08992,15.813236,2097-12-29
67.601166,7.72886,2097-12-31
258.00293,21.027948,2098-01-02
317.48215,8.102979,2098-01-04
183.04283,-7.3562164,2098-01-06
231.59575,16.387035,2098-01-08
194.57678,26.574953,2098-01-10
74.2965,18.36593,2098-01-12
206.2552,5.5198736,2098-01-14
148.0566,15.221189,2098-01-16
240.4841,28.922981,2098-01-18
266.38327,-17.329863,2098-01-20
14.760055,4.4384804,2098-01-22
315.65283,-17.359478,2098-01-24
135.75888,22.713797,2098-01-26
7.916393,-1.0569481,2098-01-28
238.2689,-5.8647866,2098-01-30
69.30567,10.393574,2098-02-01
196.05893,16.65811,2098-02-03
354.57474,-0.8251697,2098-02-05
250.7307,-3.4538262,2098-02-07
264.63937,-6.1640925,2098-02-09
230.84792,13.748908,2098-02-11
236.41238,29.27275,2098-02-13
180.62071,28.143064,2098-02-15
141.40431,16.738567,2098-02-17
309.60547,7.602631,2098-02-19
234.76901,26.408318,2098-02-21
167.52939,14.386298,2098-02-23
356.07413,1.7698216,2098-02-25
254.96051,-3.5905845,2098-02-27
265.94186,-14.367705,2098-03-01
114.1987,13.341894,2098-03-03
192.25414,14.588609,2098-03-05
64.80278,3.925454,2098-03-07
11.495965,-17.39465,2098-03-09
341.2762,15.751971,2098-03-11
40.060913,7.361015,2098-03-13
28.75928,1.9552965,2098-03-15
145.74702,25.698586,2098-03-17
316.29968,6.6500573,2098-03-19
178.49391,26.795063,2098-03-21
333.85712,18.483173,2098-03-23
260.0952,-12.293815,2098-03-25
211.69179,8.327517,2098-03-27
107.68173,-14.258292,2098-03-29
350.85806,-1.7876012,2098-03-31
331.23184,18.631678,2098-04-02
188.43933,24.922007,2098-04-04
253.44194,-9.822554,2098-04-06
152.70854,22.253723,2098-04-08
339.05966,-13.604578,2098-04-10
161.15654,16.471783,2098-04-12
31.102665,4.2533016,2098-04-14
75.04256,8.242529,2098-04-16
334.01672,18.942492,2098-04-18
186.45284,14.584675,2098-04-20
95.597916,22.14668,2098-04-22
225.79808,10.971035,2098-04-24
231.47061,28.295473,2098-04-26
323.6751,17.906752,2098-04-28
126.686424,15.18815,2098-04-30
162.47563,25.876966,2098-05-02
89.38179,21.507067,2098-05-04
8.117669,-27.339169,2098-05-06
219.12807,24.585806,2098-05-08
266.20056,8.726236,2098-05-10
227.61974,8.593881,2098-05-12
260.40564,-13.1521435,2098-05-14
217.28813,8.665301,2098-05-16
352.48663,-27.75541,2098-05-18
350.75098,10.949081,2098-05-20
252.21881,18.289724,2098-05-22
248.70636,-7.2773952,2098-05-24
14.429925,-0.27580383,2098-05-26
181.81113,9.52392,2098-05-28
211.24107,11.43513,2098-05-30
245.38353,18.762238,2098-06-01
260.1557,29.887558,2098-06-03
141.108,16.00554,2098-06-05
175.62828,27.828115,2098-06-07
189.8773,7.2757254,2098-06-09
136.29326,-0.38080525,2098-06-11
239.66171,-5.0253835,2098-06-13
262.94855,-12.909861,2098-06-15
144.76169,16.78986,2098-06-17
22.400822,12.747392,2098-06-19
148.48936,15.523769,2098-06-21
224.29605,10.961355,2098-06-23
162.05763,12.910188,2098-06-25
24.892529,2.5018287,2098-06-27
188.59456,8.082334,2098-06-29
172.17296,11.494269,2098-07-01
128.40558,22.895594,2098-07-03
138.33958,9.632806,2098-07-05
263.69052,-13.322606,2098-07-07
20.144634,11.137177,2098-07-09
172.81262,20.160677,2098-07-11
154.27516,14.101614,2098-07-13
168.55261,19.893486,2098-07-15
340.20255,17.157942,2098-07-17
262.99,-9.902039,2098-07-19
54.945484,3.904243,2098-07-21
298.49893,-6.399765,2098-07-23
207.23935,10.6802025,2098-07-25
346.4088,-26.885878,2098-07-27
229.21414,9.57006,2098-07-29
292.10394,25.497177,2098-07-31
222.61913,18.35061,2098-08-02
276.7875,16.738316,2098-08-04
260.79953,-2.126231,2098-08-06
130.89871,24.66924,2098-08-08
170.82681,19.732342,2098-08-10
342.43497,-0.5025316,2098-08-12
236.94131,27.789846,2098-08-14
154.50204,26.473358,2098-08-16
354.04495,-27.567305,2098-08-18
147.14809,19.116613,2098-08-20
165.18831,15.965116,2098-08-22
108.89569,12.4195,2098-08-24
225.82245,24.826618,2098-08-26
349.27954,9.0588255,2098-08-28
189.70523,24.551846,2098-08-30
233.59686,-4.3875995,2098-09-01
144.54913,25.494825,2098-09-03
211.51443,11.197692,2098-09-05
43.257,-0.8466114,2098-09-07
64.353676,3.7836092,2098-09-09
203.92,-6.759132,2098-09-11
322.94995,1.1055067,2098-09-13
201.25124,9.326584,2098-09-15
5.3219953,0.18668538,2098-09-17
126.839294,16.251207,2098-09-19
285.28674,-9.86552,2098-09-21
291.15723,7.4478965,2098-09-23
5.195141,-0.39627543,2098-09-25
159.29778,23.398468,2098-09-27
17.28275,3.7854295,2098-09-29
219.79602,9.323955,2098-10-01
342.05673,14.851161,2098-10-03
320.66373,14.319811,2098-10-05
7.606268,0.7360881,2098-10-07
165.95676,20.931664,2098-10-09
182.377,5.913113,2098-10-11
315.81537,8.01458,2098-10-13
242.25558,26.49615,2098-10-15
152.86482,16.155495,2098-10-17
184.31526,6.7573776,2098-10-19
309.8969,2.6502962,2098-10-21
259.5129,-11.156059,2098-10-23
238.94122,29.407518,2098-10-25
130.20323,15.7673,2098-10-27
93.37418,19.620758,2098-10-29
126.78781,15.528837,2098-10-31
187.73708,9.12127,2098-11-02
140.86938,17.035265,2098-11-04
237.04956,28.804996,2098-11-06
204.3708,5.8232055,2098-11-08
203.3884,7.26582,2098-11-10
5.3500123,15.262609,2098-11-12
288.95557,-12.438009,2098-11-14
129.44106,22.807928,2098-11-16
329.34457,5.7892547,2098-11-18
232.06694,24.134462,2098-11-20
329.2614,13.667229,2098-11-22
327.3847,12.941736,2098-11-24
30.033958,13.481842,2098-11-26
5.955554,2.203187,2098-11-28
21.09033,-6.5297523,2098-11-30
120.47628,23.219267,2098-12-02
245.29314,28.092497,2098-12-04
156.4777,13.711526,2098-12-06
201.78499,8.143317,2098-12-08
176.11452,-7.533408,2098-12-10
238.09512,-5.6828113,2098-12-12
332.18524,-9.54907,2098-12-14
54.737923,9.44637,2098-12-16
9.3377075,1.7142236,2098-12-18
350.74463,4.3657346,2098-12-20
52.2674,14.420032,2098-12-22
355.42322,-11.582178,2098-12-24
175.64215,19.079096,2098-12-26
46.314,7.757234,2098-12-28
20.322556,5.0843983,2098-12-30
31.41922,2.2494404,2099-01-01
344.09714,6.793946,2099-01-03
205.29425,7.7649403,2099-01-05
254.45822,-10.050346,2099-01-07
319.06134,-13.661381,2099-01-09
159.65726,-13.977253,2099-01-11
121.24211,13.746225,2099-01-13
351.1593,0.4204058,2099-01-15
338.14923,-0.76729286,2099-01-17
129.14174,17.08161,2099-01-19
274.8319,27.946516,2099-01-21
22.02478,1.3512805,2099-01-23
236.2535,12.343494,2099-01-25
15.157813,-19.193382,2099-01-27
243.7826,27.435923,2099-01-29
192.2284,6.1342616,2099-01-31
240.33319,16.457829,2099-02-02
142.76273,18.97884,2099-02-04
195.52695,10.739751,2099-02-06
154.8749,13.05617,2099-02-08
221.09032,8.050413,2099-02-10
230.05183,25.894737,2099-02-12
49.251358,0.5115378,2099-02-14
129.78314,24.939728,2099-02-16
8.505915,1.713622,2099-02-18
309.54913,8.198461,2099-02-20
215.29526,8.195543,2099-02-22
197.13884,5.6087713,2099-02-24
307.95035,-22.760277,2099-02-26
159.23656,18.466707,2099-02-28
69.76611,8.429093,2099-03-02
216.96706,7.0402436,2099-03-04
190.23303,9.108463,2099-03-06
157.42438,22.695086,2099-03-08
117.56662,1.0661893,2099-03-10
14.719252,0.20339985,2099-03-12
171.45322,-15.837544,2099-03-14
246.83879,28.981638,2099-03-16
349.53525,-1.1335837,2099-03-18
213.55927,25.8809,2099-03-20
239.72247,19.326603,2099-03-22
10.839505,-1.1162283,2099-03-24
259.4158,30.424202,2099-03-26
220.89297,27.929605,2099-03-28
117.51269,20.973373,2099-03-30
346.64932,13.573256,2099-04-01
237.8941,17.660242,2099-04-03
258.20828,-7.588572,2099-04-05
241.16139,18.45125,2099-04-07
328.7064,18.43977,2099-04-09
153.01518,13.701892,2099-04-11
259.99084,27.740437,2099-04-13
317.24423,18.761568,2099-04-15
301.0856,-9.352592,2099-04-17
159.97685,18.932955,2099-04-19
298.5692,12.695025,2099-04-21
199.49614,21.718184,2099-04-23
203.317,9.287585,2099-04-25
250.44556,29.27663,2099-04-27
307.62836,8.965829,2099-04-29
258.66647,-16.37983,2099-05-01
155.14256,22.008896,2099-05-03
113.33209,17.532045,2099-05-05
256.2858,-12.122655,2099-05-07
240.98108,-5.719413,2099-05-09
93.08004,14.909345,2099-05-11
47.972225,2.0247674,2099-05-13
29.817532,-1.1158941,2099-05-15
271.14722,27.477903,2099-05-17
176.28986,17.71291,2099-05-19
177.96207,25.317724,2099-05-21
180.82504,24.531784,2099-05-23
272.77927,13.876117,2099-05-25
310.88647,20.328854,2099-05-27
244.69135,15.4144945,2099-05-29
218.17693,12.751926,2099-05-31
230.29251,13.778628,2099-06-02
265.02032,-17.693579,2099-06-04
184.2924,16.462067,2099-06-06
28.62329,15.869488,2099-06-08
239.5485,-15.59925,2099-06-10
152.06548,16.729368,2099-06-12
342.95825,1.2755764,2099-06-14
70.79498,19.749004,2099-06-16
137.99149,24.83877,2099-06-18
235.19766,30.417765,2099-06-20
294.23862,7.987385,2099-06-22
336.37814,16.9281,2099-06-24
344.98935,-2.1255002,2099-06-26
194.34425,7.040331,2099-06-28
306.15598,21.416819,2099-06-30
181.31612,26.992447,2099-07-02
306.39966,-19.44158,2099-07-04
236.71541,18.210394,2099-07-06
152.20076,24.57766,2099-07-08
221.80913,7.1712637,2099-07-10
260.58484,-13.463113,2099-07-12
283.52792,27.136728,2099-07-14
141.4744,16.498047,2099-07-16
15.935269,4.626486,2099-07-18
50.026855,7.095389,2099-07-20
177.29839,7.6066628,2099-07-22
272.45102,20.06743,2099-07-24
224.20648,-19.996244,2099-07-26
262.86115,25.771338,2099-07-28
353.08878,-1.5154121,2099-07-30
254.9202,17.517065,2099-08-01
151.23273,23.667418,2099-08-03
331.44644,5.592484,2099-08-05
272.1447,-0.51780623,2099-08-07
266.27252,-17.906364,2099-08-09
211.90283,16.085037,2099-08-11
193.01549,23.179674,2099-08-13
38.046276,14.256813,2099-08-15
94.9913,10.151687,2099-08-17
317.01248,13.352211,2099-08-19
344.28293,-0.077277154,2099-08-21
193.61476,25.239126,2099-08-23
278.58105,24.28233,2099-08-25
273.08142,28.05414,2099-08-27
353.56332,-1.7596354,2099-08-29
278.0029,27.415026,2099-08-31
181.18924,22.779028,2099-09-02
223.6535,25.255407,2099-09-04
319.3456,-22.263857,2099-09-06
239.69452,18.035563,2099-09-08
299.0082,20.789606,2099-09-10
206.8118,18.64854,2099-09-12
228.53569,-2.0574079,2099-09-14
290.91098,-2.691884,2099-09-16
222.94893,9.355328,2099-09-18
0.48718908,-27.616873,2099-09-20
210.30682,18.95,2099-09-22
37.23435,0.79521656,2099-09-24
31.463078,0.47724748,2099-09-26
235.90703,-3.098426,2099-09-28
196.44232,23.725298,2099-09-30
199.74239,-20.513298,2099-10-02
215.38634,18.925777,2099-10-04
56.848167,2.9250653,2099-10-06
341.6276,-1.7171675,2099-10-08
11.606333,-17.689608,2099-10-10
245.92612,15.265561,2099-10-12
262.6007,-14.974632,2099-10-14
345.67566,1.2563517,2099-10-16
225.42726,10.6405,2099-10-18
222.33772,9.167207,2099-10-20
235.8378,1.0216645,2099-10-22
279.57877,-10.326985,2099-10-24
172.76358,10.013561,2099-10-26
245.88675,-12.53759,2099-10-28
36.29549,-0.5028724,2099-10-30
184.04944,9.036375,2099-11-01
154.71252,17.87289,2099-11-03
185.56435,7.837481,2099-11-05
306.5089,18.682785,2099-11-07
236.23834,21.548315,2099-11-09
144.77594,21.907352,2099-11-11
62.539017,18.503107,2099-11-13
254.75113,-10.213263,2099-11-15
259.38675,-10.86573,2099-11-17
264.82654,-6.2064624,2099-11-19
209.41125,11.722938,2099-11-21
309.36566,21.196634,2099-11-23
353.6289,14.309313,2099-11-25
268.30435,-14.14083,2099-11-27
205.2731,7.3046317,2099-11-29
337.39926,-5.2168546,2099-12-01
192.80133,26.00682,2099-12-03
18.662262,-0.6737835,2099-12-05
77.42857,15.998669,2099-12-07
239.06154,15.444021,2099-12-09
256.57904,30.782818,2099-12-11
140.28783,16.422586,2099-12-13
163.14124,20.708508,2099-12-15
29.528767,23.71544,2099-12-17
169.15768,16.67215,2099-12-19
172.73148,8.121145,2099-12-21
22.222404,-1.009395,2099-12-23
148.47804,16.312616,2099-12-25
269.59863,8.46879,2099-12-27
201.2323,22.616499,2099-12-29
341.12372,3.1420166,2099-12-31
250.99908,-9.170931,2100-01-02
185.78253,23.578974,2100-01-04
81.93035,-14.438112,2100-01-06
167.51085,18.83966,2100-01-08
263.36426,22.022097,2100-01-10
106.28873,19.082659,2100-01-12
348.3638,-23.656483,2100-01-14
219.47188,-8.772848,2100-01-16
45.2416,5.79353,2100-01-18
351.00858,-1.5560464,2100-01-20
253.92575,-15.329963,2100-01-22
204.95418,21.90154,2100-01-24
322.04715,17.420305,2100-01-26
287.55472,23.629032,2100-01-28
317.07413,6.4076133,2100-01-30
25.542604,3.4874153,2100-02-01
174.86237,7.963186,2100-02-03
221.85931,13.420371,2100-02-05
261.91577,-8.253139,2100-02-07
240.79675,-0.4812525,2100-02-09
250.38614,-18.29746,2100-02-11
129.42305,-11.95295,2100-02-13
255.31363,-10.495485,2100-02-15
254.30705,19.652609,2100-02-17
292.2685,12.2421665,2100-02-19
154.30113,12.405517,2100-02-21
234.55258,-6.8605456,2100-02-23
114.58403,23.28049,2100-02-25
185.21806,17.184658,2100-02-27
221.35464,11.666275,2100-03-01
223.82086,8.785812,2100-03-03
190.08224,-5.736757,2100-03-05
221.66864,10.599331,2100-03-07
220.14392,8.008866,2100-03-09
119.2496,17.605812,2100-03-11
335.3485,14.167697,2100-03-13
62.018414,6.602079,2100-03-15
194.05211,-22.726967,2100-03-17
246.057,-8.201484,2100-03-19
115.56975,13.567703,2100-03-21
245.88675,26.822477,2100-03-23
139.9374,24.306269,2100-03-25
31.644907,3.8717053,2100-03-27
12.246811,-9.543524,2100-03-29
152.7002,25.301659,2100-03-31
307.77417,-16.992466,2100-04-02
344.39716,13.246814,2100-04-04
21.978539,13.994937,2100-04-06
194.57138,5.6264505,2100-04-08
143.65512,15.027339,2100-04-10
238.69458,24.181002,2100-04-12
16.984964,2.6481285,2100-04-14
234.95442,17.872149,2100-04-16
273.00378,14.16359,2100-04-18
207.43607,13.060849,2100-04-20
322.44354,3.581807,2100-04-22
337.80417,16.19615,2100-04-24
194.57195,-18.88205,2100-04-26
259.19797,29.034369,2100-04-28
328.8717,1.3332531,2100-04-30
50.297638,8.041377,2100-05-02
68.40626,6.114909,2100-05-04
284.07755,-12.367335,2100-05-06
159.80354,18.158983,2100-05-08
326.75873,-21.590437,2100-05-10
25.850578,1.5331676,2100-05-12
258.71518,-8.771233,2100-05-14
256.0191,-12.095331,2100-05-16
261.755,30.432402,2100-05-18
342.4853,11.473189,2100-05-20
146.46616,11.960319,2100-05-22
160.06728,11.267901,2100-05-24
255.04602,-17.340668,2100-05-26
256.82373,-6.5304513,2100-05-28
243.67905,27.808147,2100-05-30
194.27658,4.86985,2100-06-01
270.6749,30.851583,2100-06-03
253.8188,-9.809656,2100-06-05
263.59515,-8.843712,2100-06-07
193.06917,4.696161,2100-06-09
126.40103,14.459147,2100-06-11
179.3688,11.977435,2100-06-13
263.41003,26.445646,2100-06-15
11.922007,13.643155,2100-06-17
76.91067,-12.363506,2100-06-19
187.86618,23.089977,2100-06-21
133.44402,22.323547,2100-06-23
314.6861,3.5723114,2100-06-25
31.09053,3.2085094,2100-06-27
341.57413,0.044815436,2100-06-29
286.22937,14.573632,2100-07-01
257.71008,13.977298,2100-07-03
153.75705,23.27972,2100-07-05
8.829526,13.872605,2100-07-07
12.358902,-9.749631,2100-07-09
356.83157,12.505176,2100-07-11
233.9064,27.117573,2100-07-13
340.40045,0.25352016,2100-07-15
307.0304,21.910244,2100-07-17
334.8504,4.488481,2100-07-19
243.90173,-8.939943,2100-07-21
342.26877,15.519778,2100-07-23
213.93011,7.1792364,2100-07-25
167.25482,23.752241,2100-07-27
34.102123,-5.662689,2100-07-29
226.91518,20.558489,2100-07-31
176.81322,19.040781,2100-08-02
228.99341,15.614466,2100-08-04
216.07306,23.393448,2100-08-06
148.11407,23.14249,2100-08-08
261.85873,-14.207227,2100-08-10
332.8581,16.099653,2100-08-12
135.71655,16.803728,2100-08-14
2.8753855,-0.7587468,2100-08-16
235.46567,26.654234,2100-08-18
340.8592,-1.436912,2100-08-20
193.65686,25.869202,2100-08-22
246.41814,-8.35817,2100-08-24
174.31108,7.748687,2100-08-26
258.80646,-14.222937,2100-08-28
211.3464,10.107538,2100-08-30
140.0208,18.211878,2100-09-01
293.81857,21.656485,2100-09-03
166.16367,10.484277,2100-09-05
275.96698,-11.947808,2100-09-07
186.75464,6.420622,2100-09-09
234.64569,-7.223004,2100-09-11
182.51704,10.946589,2100-09-13
29.98416,1.9030709,2100-09-15
178.42548,26.221445,2100-09-17
132.98901,15.566041,2100-09-19
12.957548,1.296938,2100-09-21
19.68125,5.3418236,2100-09-23
303.76315,16.92654,2100-09-25
59.761024,16.770172,2100-09-27
169.46086,8.149647,2100-09-29
332.52118,1.2578881,2100-10-01
