RA (degrees),DEC (degrees),Timestamp
202.51408,-8.599007,2037-04-30
227.51923,9.1477785,2037-05-02
144.41199,15.882124,2037-05-04
260.4297,-13.259852,2037-05-06
25.193876,0.8817061,2037-05-08
44.065918,3.6981037,2037-05-10
274.42572,29.401163,2037-05-12
80.81578,19.504324,2037-05-14
204.84195,4.925663,2037-05-16
94.78648,11.13749,2037-05-18
80.41954,20.007603,2037-05-20
286.02155,23.45691,2037-05-22
158.75902,18.84872,2037-05-24
278.83582,-19.345285,2037-05-26
324.61288,5.4405713,2037-05-28
229.65036,-19.803848,2037-05-30
349.47812,13.274701,2037-06-01
179.74908,16.494123,2037-06-03
181.44699,8.468162,2037-06-05
222.84999,-2.183881,2037-06-07
332.94763,1.0669124,2037-06-09
26.20329,0.48031324,2037-06-11
290.5564,8.343442,2037-06-13
336.70135,3.824688,2037-06-15
253.96657,-10.399349,2037-06-17
35.90406,13.109177,2037-06-19
29.21909,-13.441589,2037-06-21
329.24615,19.942387,2037-06-23
193.79501,6.699373,2037-06-25
156.10161,24.841604,2037-06-27
235.60489,26.968699,2037-06-29
177.38956,-12.255341,2037-07-01
166.94934,6.6936817,2037-07-03
148.99843,15.6269,2037-07-05
231.11482,11.517031,2037-07-07
184.616,7.447704,2037-07-09
219.8665,-1.6731553,2037-07-11
255.55354,-10.720289,2037-07-13
242.61755,30.720827,2037-07-15
150.17903,23.421642,2037-07-17
191.91808,25.40321,2037-07-19
173.7514,17.277449,2037-07-21
254.04913,-11.0732155,2037-07-23
193.19365,9.695725,2037-07-25
255.33926,28.685926,2037-07-27
236.65622,13.061029,2037-07-29
214.53358,-9.37424,2037-07-31
263.49652,-9.4138775,2037-08-02
238.1973,21.335754,2037-08-04
273.126,-9.455101,2037-08-06
317.2529,17.528452,2037-08-08
200.42749,10.936439,2037-08-10
271.08118,28.096836,2037-08-12
221.67496,8.0571375,2037-08-14
245.64006,-10.096702,2037-08-16
153.88689,19.356617,2037-08-18
224.39014,6.393107,2037-08-20
217.95647,7.430618,2037-08-22
19.674713,13.311044,2037-08-24
158.06892,19.10757,2037-08-26
356.0635,0.40677747,2037-08-28
39.673367,13.824139,2037-08-30
47.920425,5.852394,2037-09-01
339.5215,12.105212,2037-09-03
182.93987,7.4606237,2037-09-05
218.593,5.5982413,2037-09-07
3.9328287,-7.302477,2037-09-09
207.04625,23.270178,2037-09-11
171.72447,7.6814814,2037-09-13
216.72136,26.489445,2037-09-15
142.13966,23.929688,2037-09-17
271.90256,14.171232,2037-09-19
109.47393,6.325199,2037-09-21
353.29428,-16.046272,2037-09-23
357.56894,4.909498,2037-09-25
174.31839,-0.7621364,2037-09-27
197.1959,-19.413298,2037-09-29
335.9389,13.727772,2037-10-01
344.29858,-0.46461782,2037-10-03
23.428152,12.80716,2037-10-05
152.7372,16.099344,2037-10-07
14.809855,12.9270735,2037-10-09
168.16316,17.084612,2037-10-11
139.87085,22.857824,2037-10-13
329.22244,5.2917213,2037-10-15
182.42296,25.129297,2037-10-17
294.38245,19.632957,2037-10-19
279.4759,27.21331,2037-10-21
8.2838335,-19.92054,2037-10-23
264.55646,-10.884106,2037-10-25
170.72943,8.305573,2037-10-27
134.12122,24.65864,2037-10-29
45.104748,34.824013,2037-10-31
31.958853,11.845357,2037-11-02
233.69888,10.553049,2037-11-04
179.87782,8.094196,2037-11-06
321.74203,1.3855704,2037-11-08
199.56654,11.193259,2037-11-10
40.2106,0.92716503,2037-11-12
18.653654,1.7344621,2037-11-14
150.61227,26.623873,2037-11-16
227.25606,-3.2366793,2037-11-18
259.33636,18.773418,2037-11-20
81.81253,7.3932877,2037-11-22
258.64075,-11.593509,2037-11-24
327.93945,16.207249,2037-11-26
166.21951,22.621151,2037-11-28
282.16913,22.051216,2037-11-30
348.56287,-1.3522873,2037-12-02
247.25195,-7.3974333,2037-12-04
10.438986,12.755764,2037-12-06
167.41876,13.102622,2037-12-08
19.833153,-1.3139123,2037-12-10
359.11194,14.853414,2037-12-12
153.99734,14.2413225,2037-12-14
255.39568,30.806515,2037-12-16
215.67648,22.19644,2037-12-18
18.122488,14.661837,2037-12-20
3.5893824,-0.77456105,2037-12-22
262.12195,-14.760935,2037-12-24
353.93713,2.246649,2037-12-26
41.54629,4.8180647,2037-12-28
14.142341,-1.6648667,2037-12-30
36.681114,13.795882,2038-01-01
252.07135,28.537655,2038-01-03
58.27298,17.061445,2038-01-05
275.37387,27.235952,2038-01-07
8.504617,-19.44375,2038-01-09
235.51065,27.972496,2038-01-11
147.92845,15.116668,2038-01-13
196.1212,7.223145,2038-01-15
229.65334,-4.434474,2038-01-17
265.5058,-12.976198,2038-01-19
347.0496,5.3896127,2038-01-21
264.17603,-16.035192,2038-01-23
48.89163,15.251335,2038-01-25
86.33214,15.544774,2038-01-27
357.03302,-1.8007084,2038-01-29
180.3225,-12.185796,2038-01-31
20.433523,2.3955853,2038-02-02
287.04684,-12.377105,2038-02-04
263.02747,-23.338129,2038-02-06
154.65054,16.81465,2038-02-08
256.43033,30.951,2038-02-10
47.271755,16.011301,2038-02-12
297.6766,21.65744,2038-02-14
48.915035,0.79727197,2038-02-16
256.96085,24.195074,2038-02-18
244.97496,28.310097,2038-02-20
212.71127,27.172169,2038-02-22
179.01624,18.554016,2038-02-24
194.39943,26.317966,2038-02-26
245.79787,-1.9868122,2038-02-28
270.9623,-1.9161657,2038-03-02
2.211197,12.682584,2038-03-04
304.34012,20.675272,2038-03-06
237.97224,22.639927,2038-03-08
150.29478,23.588663,2038-03-10
225.96214,9.802909,2038-03-12
250.88364,29.986435,2038-03-14
313.0254,8.028036,2038-03-16
240.35464,-15.824004,2038-03-18
359.7181,1.8071582,2038-03-20
140.16318,24.311306,2038-03-22
343.20703,7.9699926,2038-03-24
332.99036,-11.436925,2038-03-26
321.67987,20.059319,2038-03-28
122.60008,23.298227,2038-03-30
135.97377,15.952185,2038-04-01
63.493347,1.4622935,2038-04-03
346.12598,1.1627742,2038-04-05
81.334915,-13.3049755,2038-04-07
167.00403,-1.4765855,2038-04-09
216.68872,23.008001,2038-04-11
143.30482,20.086613,2038-04-13
24.188131,1.49717,2038-04-15
332.9419,17.951694,2038-04-17
341.7242,16.56773,2038-04-19
6.1230197,-1.2654471,2038-04-21
180.89912,23.129642,2038-04-23
44.27092,16.164652,2038-04-25
299.11697,23.58282,2038-04-27
131.33699,14.502157,2038-04-29
10.461845,-2.6052632,2038-05-01
194.41246,6.8488503,2038-05-03
152.40015,13.830371,2038-05-05
271.0056,-15.973754,2038-05-07
60.209003,-5.3505316,2038-05-09
247.9708,15.374439,2038-05-11
139.7776,18.169157,2038-05-13
160.02527,21.143734,2038-05-15
304.65137,-12.538877,2038-05-17
290.00168,26.080055,2038-05-19
186.45659,5.786534,2038-05-21
320.58514,12.007098,2038-05-23
296.71405,22.240776,2038-05-25
140.4297,25.591064,2038-05-27
325.64807,0.3275449,2038-05-29
157.81508,13.504985,2038-05-31
57.576073,14.935982,2038-06-02
357.0684,9.086711,2038-06-04
244.95502,17.12941,2038-06-06
27.986115,-6.2986674,2038-06-08
344.76715,-0.10926818,2038-06-10
309.1845,19.219967,2038-06-12
201.62675,16.54783,2038-06-14
234.22638,11.2918415,2038-06-16
230.53061,1.1594445,2038-06-18
153.6632,13.381295,2038-06-20
51.394493,4.156891,2038-06-22
48.041973,15.80802,2038-06-24
121.137794,18.906471,2038-06-26
148.76418,24.684902,2038-06-28
198.59761,14.886658,2038-06-30
120.094894,14.99524,2038-07-02
93.12884,9.414527,2038-07-04
24.64272,-8.858147,2038-07-06
103.43341,13.007269,2038-07-08
236.00688,14.499066,2038-07-10
22.265903,-9.714492,2038-07-12
23.91879,1.8450874,2038-07-14
351.4506,1.882571,2038-07-16
11.547278,-0.22947998,2038-07-18
234.29837,25.380209,2038-07-20
240.36388,13.125886,2038-07-22
75.920654,6.3277597,2038-07-24
51.406235,11.645873,2038-07-26
208.51688,10.856428,2038-07-28
112.085014,22.976318,2038-07-30
297.53464,24.523783,2038-08-01
205.1937,26.582657,2038-08-03
270.3557,-11.7604265,2038-08-05
196.05403,11.866043,2038-08-07
232.16678,26.46476,2038-08-09
146.155,16.886621,2038-08-11
140.71004,11.979707,2038-08-13
320.0235,18.120481,2038-08-15
6.641972,-17.499529,2038-08-17
123.70963,18.814905,2038-08-19
20.167416,13.666899,2038-08-21
209.92651,12.883663,2038-08-23
86.83973,9.36736,2038-08-25
160.34718,12.681022,2038-08-27
322.8157,16.696829,2038-08-29
330.98563,6.5537663,2038-08-31
176.31453,-20.667208,2038-09-02
291.26694,-27.918104,2038-09-04
189.29916,14.858241,2038-09-06
180.05019,12.335302,2038-09-08
136.15681,24.235188,2038-09-10
168.35838,9.680512,2038-09-12
316.7907,20.88497,2038-09-14
176.75822,-18.940725,2038-09-16
227.40938,-6.0483193,2038-09-18
201.96988,6.9361243,2038-09-20
97.22998,20.797594,2038-09-22
150.41725,16.056164,2038-09-24
10.52132,-17.561567,2038-09-26
254.82205,30.051462,2038-09-28
236.05812,-7.928445,2038-09-30
247.19455,17.75547,2038-10-02
351.2518,2.204415,2038-10-04
332.7583,13.704341,2038-10-06
184.79677,26.670319,2038-10-08
222.48209,28.140602,2038-10-10
136.99623,24.149158,2038-10-12
211.55386,8.021448,2038-10-14
42.220333,1.6132396,2038-10-16
146.09459,19.758287,2038-10-18
4.127758,-0.9464943,2038-10-20
254.41415,-11.943311,2038-10-22
18.835732,14.188971,2038-10-24
253.08173,-9.406826,2038-10-26
54.507214,8.762842,2038-10-28
296.8618,10.810968,2038-10-30
166.4389,19.108511,2038-11-01
208.92735,23.426891,2038-11-03
257.63647,-11.6382265,2038-11-05
254.2338,-10.416836,2038-11-07
159.18083,10.247165,2038-11-09
10.261449,13.29114,2038-11-11
64.27172,16.617826,2038-11-13
246.0147,14.554455,2038-11-15
240.27782,-3.8187616,2038-11-17
16.004335,12.358814,2038-11-19
41.926846,0.13662884,2038-11-21
284.59924,-13.571192,2038-11-23
122.04972,16.274714,2038-11-25
172.22743,13.573456,2038-11-27
151.84525,-14.660153,2038-11-29
323.42172,17.890022,2038-12-01
238.69333,-8.805872,2038-12-03
6.0270042,14.427586,2038-12-05
170.25633,7.9167805,2038-12-07
286.88693,-7.524993,2038-12-09
233.61261,-4.15462,2038-12-11
263.96283,-5.3527393,2038-12-13
340.80817,-1.0319177,2038-12-15
238.78664,28.562353,2038-12-17
255.76172,-8.787732,2038-12-19
21.630064,-12.257556,2038-12-21
293.4682,17.582674,2038-12-23
307.44653,-16.535263,2038-12-25
315.79385,1.4854141,2038-12-27
250.27019,-9.166741,2038-12-29
37.030556,2.916802,2038-12-31
231.345,20.237675,2039-01-02
27.29174,0.63421714,2039-01-04
265.67053,18.870293,2039-01-06
276.00507,19.702232,2039-01-08
352.31287,5.4734864,2039-01-10
8.60129,7.8214355,2039-01-12
340.26785,16.00526,2039-01-14
228.98375,23.340488,2039-01-16
310.4796,10.172653,2039-01-18
49.416264,4.5817924,2039-01-20
8.634314,-1.8756632,2039-01-22
314.40613,13.2210455,2039-01-24
352.98184,11.924934,2039-01-26
13.107343,1.0579956,2039-01-28
52.963264,8.038625,2039-01-30
148.18161,15.09003,2039-02-01
75.54242,-1.2101649,2039-02-03
186.13567,15.94502,2039-02-05
249.82584,-6.9958057,2039-02-07
181.9599,27.562096,2039-02-09
247.28802,-7.1395335,2039-02-11
175.25053,17.317623,2039-02-13
241.82515,27.356302,2039-02-15
324.36105,4.1629543,2039-02-17
141.24745,15.850469,2039-02-19
46.82663,6.765645,2039-02-21
347.91342,4.09649,2039-02-23
233.80136,-7.2615495,2039-02-25
264.7341,-11.48948,2039-02-27
232.40926,-0.47299522,2039-03-01
255.15118,29.619947,2039-03-03
253.38985,15.038247,2039-03-05
17.111671,14.09343,2039-03-07
91.35728,11.897742,2039-03-09
245.00677,26.754494,2039-03-11
205.66974,6.9588127,2039-03-13
190.83568,6.737938,2039-03-15
183.48064,9.514369,2039-03-17
129.30484,24.808617,2039-03-19
284.1315,18.663063,2039-03-21
6.770682,14.694665,2039-03-23
116.39033,13.625931,2039-03-25
244.5089,29.350985,2039-03-27
248.54282,-6.1958323,2039-03-29
215.94064,26.983717,2039-03-31
6.806618,2.2918725,2039-04-02
45.990524,6.3296432,2039-04-04
246.34642,12.59838,2039-04-06
177.92351,9.625407,2039-04-08
262.2013,-8.5695095,2039-04-10
33.44729,-0.9084436,2039-04-12
146.15204,8.357368,2039-04-14
281.0615,-25.797049,2039-04-16
184.71324,10.265487,2039-04-18
156.34338,15.653801,2039-04-20
290.30264,-13.358745,2039-04-22
223.40414,16.874744,2039-04-24
161.58475,14.023568,2039-04-26
349.21558,11.342796,2039-04-28
343.137,0.0069580087,2039-04-30
260.81754,-13.66396,2039-05-02
254.97511,28.539389,2039-05-04
256.71436,-11.163035,2039-05-06
215.7899,8.823769,2039-05-08
0.81655943,-13.826934,2039-05-10
237.34737,22.953405,2039-05-12
150.90857,16.47742,2039-05-14
168.24379,26.60251,2039-05-16
191.88214,9.630647,2039-05-18
214.08421,9.233304,2039-05-20
173.36267,18.316132,2039-05-22
29.441833,-0.8602396,2039-05-24
24.826536,5.333233,2039-05-26
254.8898,31.61451,2039-05-28
96.44888,19.997782,2039-05-30
183.97852,20.506382,2039-06-01
8.150105,3.316664,2039-06-03
346.35196,8.887475,2039-06-05
241.66248,27.160604,2039-06-07
308.61288,20.928001,2039-06-09
148.78096,9.890278,2039-06-11
358.09164,13.192272,2039-06-13
193.39282,16.493872,2039-06-15
66.47306,5.946504,2039-06-17
314.57715,-11.6116705,2039-06-19
17.877209,14.832653,2039-06-21
141.60275,15.350095,2039-06-23
251.23694,31.242458,2039-06-25
30.00016,-13.3411455,2039-06-27
235.24246,-7.713894,2039-06-29
32.336273,-0.9688716,2039-07-01
187.31102,25.969418,2039-07-03
20.610138,-25.865131,2039-07-05
253.61244,-9.810136,2039-07-07
209.31744,23.240757,2039-07-09
167.7184,16.58133,2039-07-11
318.8763,2.7162304,2039-07-13
120.007126,16.009739,2039-07-15
246.52274,26.487919,2039-07-17
9.360268,12.187173,2039-07-19
57.00225,-8.711844,2039-07-21
193.19875,15.197473,2039-07-23
347.33856,14.589686,2039-07-25
155.8419,14.970649,2039-07-27
42.134075,6.5655003,2039-07-29
265.72513,-13.249131,2039-07-31
265.76718,-10.068203,2039-08-02
25.758457,-0.13622119,2039-08-04
200.47632,16.365162,2039-08-06
47.579163,-8.314539,2039-08-08
73.295944,18.136415,2039-08-10
242.02065,16.387274,2039-08-12
272.94345,14.791686,2039-08-14
333.701,1.9488753,2039-08-16
312.80276,19.665443,2039-08-18
92.32187,20.591343,2039-08-20
8.394646,17.57715,2039-08-22
183.65593,14.298484,2039-08-24
169.51752,23.000618,2039-08-26
7.1110687,14.671323,2039-08-28
315.06317,8.273772,2039-08-30
76.22674,-0.12144438,2039-09-01
155.77275,14.692018,2039-09-03
11.296578,-0.9831066,2039-09-05
290.86288,9.227224,2039-09-07
55.351997,2.1692655,2039-09-09
40.91472,14.571823,2039-09-11
122.0145,16.246597,2039-09-13
241.85558,12.174304,2039-09-15
300.10687,13.345847,2039-09-17
295.2342,5.8342533,2039-09-19
177.18098,21.021423,2039-09-21
238.60757,18.048733,2039-09-23
328.8913,17.13077,2039-09-25
260.337,16.241295,2039-09-27
62.063118,5.3047056,2039-09-29
40.422432,6.5703397,2039-10-01
285.09177,26.398106,2039-10-03
115.58188,-16.24284,2039-10-05
358.30255,14.046783,2039-10-07
1.2092446,13.74442,2039-10-09
62.89443,5.4901996,2039-10-11
193.38539,4.581297,2039-10-13
257.61975,-6.879311,2039-10-15
246.32474,30.018745,2039-10-17
191.77098,-3.5636203,2039-10-19
96.14187,-16.9685,2039-10-21
250.12262,30.864319,2039-10-23
195.39331,6.8667817,2039-10-25
149.47548,17.651268,2039-10-27
204.72949,13.886065,2039-10-29
211.23166,5.886088,2039-10-31
203.97176,12.375788,2039-11-02
358.85822,12.197621,2039-11-04
272.5261,-17.776098,2039-11-06
231.89406,9.511177,2039-11-08
165.06232,14.702725,2039-11-10
136.09741,17.78901,2039-11-12
323.82037,5.1808815,2039-11-14
41.94898,0.5878604,2039-11-16
163.75345,-18.50811,2039-11-18
156.2217,-1.8972,2039-11-20
197.80885,8.557945,2039-11-22
207.96164,25.324018,2039-11-24
172.90771,20.376823,2039-11-26
355.25873,2.6583388,2039-11-28
172.10275,9.153739,2039-11-30
266.7577,25.607342,2039-12-02
280.43137,-12.331492,2039-12-04
80.832405,14.845385,2039-12-06
127.39388,14.619064,2039-12-08
63.27368,5.3110576,2039-12-10
245.61957,15.65642,2039-12-12
26.499193,1.2155353,2039-12-14
263.05188,26.295244,2039-12-16
221.79886,27.861153,2039-12-18
141.62526,19.242111,2039-12-20
123.82925,24.432922,2039-12-22
33.672485,13.157586,2039-12-24
143.8532,16.89756,2039-12-26
342.3805,0.7619006,2039-12-28
77.834335,18.501183,2039-12-30
114.47696,24.794394,2040-01-01
36.16656,0.9353683,2040-01-03
240.44409,15.825968,2040-01-05
274.92947,29.22089,2040-01-07
262.08228,-8.040635,2040-01-09
218.51013,8.982904,2040-01-11
297.04755,-27.191507,2040-01-13
199.56076,25.837212,2040-01-15
43.08693,4.5883117,2040-01-17
254.26907,-14.44782,2040-01-19
252.7255,-10.417596,2040-01-21
7.201519,-28.079828,2040-01-23
315.92056,3.5290482,2040-01-25
207.02458,21.808266,2040-01-27
7.174596,-18.354424,2040-01-29
218.36095,20.93919,2040-01-31
143.59473,23.202831,2040-02-02
221.82924,10.59325,2040-02-04
106.25375,13.849033,2040-02-06
294.0994,-20.81561,2040-02-08
211.25807,9.303564,2040-02-10
359.082,5.430486,2040-02-12
101.26033,0.7621927,2040-02-14
39.706238,3.7535985,2040-02-16
209.16281,-21.3003,2040-02-18
192.7366,5.152068,2040-02-20
270.95657,29.920652,2040-02-22
12.104179,1.117646,2040-02-24
2.2988603,-19.65938,2040-02-26
330.61386,16.747133,2040-02-28
164.49173,9.450542,2040-03-01
4.74352,12.537783,2040-03-03
202.88525,4.421876,2040-03-05
130.18022,12.942256,2040-03-07
221.85507,7.249131,2040-03-09
13.174838,-18.698402,2040-03-11
59.296368,3.0668888,2040-03-13
262.45737,-10.602673,2040-03-15
246.11761,-17.172016,2040-03-17
256.01868,-24.766245,2040-03-19
93.39053,16.610662,2040-03-21
207.35715,25.259045,2040-03-23
87.79083,8.93792,2040-03-25
82.3667,8.535885,2040-03-27
143.41495,8.823439,2040-03-29
342.87875,-2.091875,2040-03-31
334.4991,9.160217,2040-04-02
42.035416,-11.00049,2040-04-04
342.56558,15.138132,2040-04-06
215.9083,7.165343,2040-04-08
11.536998,3.5226142,2040-04-10
124.548546,17.475615,2040-04-12
204.40994,27.303715,2040-04-14
353.73428,4.9282775,2040-04-16
134.62837,23.79105,2040-04-18
153.21521,22.478306,2040-04-20
227.8054,13.356036,2040-04-22
165.74287,12.604708,2040-04-24
357.45255,12.92727,2040-04-26
292.47668,9.826072,2040-04-28
182.65178,9.148162,2040-04-30
22.470453,-2.4247675,2040-05-02
215.33418,10.226717,2040-05-04
257.2613,-11.975649,2040-05-06
258.89047,39.443077,2040-05-08
213.26398,-0.8383061,2040-05-10
225.0085,-2.8526032,2040-05-12
320.43213,4.812103,2040-05-14
267.13196,14.506268,2040-05-16
352.24323,11.478431,2040-05-18
8.026349,14.710912,2040-05-20
293.41193,25.280325,2040-05-22
258.73718,-12.257273,2040-05-24
332.23428,11.677092,2040-05-26
221.0172,28.111158,2040-05-28
332.7903,16.122286,2040-05-30
192.68407,14.809072,2040-06-01
130.4223,25.468378,2040-06-03
161.09886,11.878922,2040-06-05
105.66327,22.054897,2040-06-07
190.49547,23.539915,2040-06-09
207.57008,8.295523,2040-06-11
149.44044,-16.810497,2040-06-13
33.861168,15.180365,2040-06-15
212.55296,-14.873957,2040-06-17
203.64201,27.13703,2040-06-19
337.9011,14.758993,2040-06-21
31.742699,12.230117,2040-06-23
185.45497,12.604447,2040-06-25
210.01549,23.687778,2040-06-27
350.61014,13.581308,2040-06-29
352.14914,2.527287,2040-07-01
196.77234,3.3529403,2040-07-03
200.54816,27.692043,2040-07-05
233.17505,24.409468,2040-07-07
260.28302,-14.387472,2040-07-09
16.517817,-2.151742,2040-07-11
40.37694,0.4306175,2040-07-13
131.98502,16.17462,2040-07-15
243.73297,-6.414221,2040-07-17
307.4839,-9.849909,2040-07-19
230.90169,10.378425,2040-07-21
195.36351,23.507956,2040-07-23
58.677032,-10.996438,2040-07-25
257.5581,20.664656,2040-07-27
7.8764925,13.688196,2040-07-29
160.61621,25.20195,2040-07-31
2.697775,-1.4419719,2040-08-02
345.26944,-0.021119177,2040-08-04
244.07442,-6.236811,2040-08-06
243.02823,28.657799,2040-08-08
350.19666,-2.1362255,2040-08-10
267.14038,-21.354258,2040-08-12
117.81187,10.990214,2040-08-14
314.78745,19.417887,2040-08-16
239.79279,18.181137,2040-08-18
213.86372,26.023031,2040-08-20
128.02777,20.571846,2040-08-22
257.37372,-6.266573,2040-08-24
227.65788,27.125826,2040-08-26
150.15936,16.425169,2040-08-28
13.381047,-7.6429343,2040-08-30
261.56018,30.664656,2040-09-01
265.46008,-13.00036,2040-09-03
186.7145,4.286964,2040-09-05
11.05479,-2.1722753,2040-09-07
61.52755,10.516606,2040-09-09
191.08482,27.161585,2040-09-11
257.36172,-7.6425843,2040-09-13
262.5958,30.659588,2040-09-15
258.7467,29.05104,2040-09-17
278.12793,11.491153,2040-09-19
183.04388,10.936051,2040-09-21
148.7544,22.362333,2040-09-23
260.45508,-16.05313,2040-09-25
258.27994,18.529888,2040-09-27
349.82224,-0.2831333,2040-09-29
144.10771,25.129038,2040-10-01
352.7661,11.198785,2040-10-03
359.92264,-0.9583006,2040-10-05
326.89734,-22.468382,2040-10-07
101.56859,20.522335,2040-10-09
348.10617,-13.740557,2040-10-11
197.2937,5.7067165,2040-10-13
274.93906,25.14359,2040-10-15
253.48328,-17.099426,2040-10-17
134.97366,21.831388,2040-10-19
241.08154,-2.4485924,2040-10-21
185.2795,15.888376,2040-10-23
136.80914,23.80045,2040-10-25
250.28987,-10.390163,2040-10-27
287.99722,-9.151598,2040-10-29
189.87622,9.048256,2040-10-31
31.445992,1.3059016,2040-11-02
285.41583,27.958103,2040-11-04
158.57866,21.188099,2040-11-06
125.44734,25.177984,2040-11-08
217.81476,-1.0000601,2040-11-10
333.97662,2.3176343,2040-11-12
83.21868,-14.903535,2040-11-14
347.5107,1.4772397,2040-11-16
161.91898,10.410322,2040-11-18
14.69676,-19.615341,2040-11-20
194.28423,14.130905,2040-11-22
19.699425,22.236656,2040-11-24
266.2337,-17.47204,2040-11-26
126.33117,23.274141,2040-11-28
164.09152,10.706482,2040-11-30
188.6293,3.6276536,2040-12-02
256.04175,-1.3166612,2040-12-04
126.522446,11.719718,2040-12-06
250.14644,25.254368,2040-12-08
123.158424,24.862373,2040-12-10
156.54366,12.282921,2040-12-12
50.829876,8.980582,2040-12-14
263.10715,-5.8547297,2040-12-16
230.23882,-3.6448565,2040-12-18
50.62589,14.212178,2040-12-20
138.63945,-12.854644,2040-12-22
186.09875,8.332747,2040-12-24
153.72478,15.007948,2040-12-26
103.40483,20.737223,2040-12-28
170.69048,25.158438,2040-12-30
359.04684,-1.7229682,2041-01-01
77.964554,16.359512,2041-01-03
328.36948,15.531818,2041-01-05
264.42,-18.685217,2041-01-07
302.94043,22.84751,2041-01-09
46.398193,16.513224,2041-01-11
328.6519,1.6538098,2041-01-13
344.77765,15.966887,2041-01-15
146.16573,15.469032,2041-01-17
196.20216,16.619978,2041-01-19
182.08348,23.53233,2041-01-21
330.7213,15.243774,2041-01-23
170.72943,27.908852,2041-01-25
191.30904,7.4512033,2041-01-27
247.91852,-1.9022595,2041-01-29
213.16924,26.890306,2041-01-31
104.564354,20.932428,2041-02-02
149.50436,24.960289,2041-02-04
212.27682,-23.392778,2041-02-06
256.62924,-6.8374124,2041-02-08
31.503532,0.7776544,2041-02-10
260.49753,-11.288647,2041-02-12
305.54398,9.023923,2041-02-14
57.77374,-4.9990883,2041-02-16
226.57385,8.209378,2041-02-18
345.54117,-2.2191315,2041-02-20
344.71188,-0.7864839,2041-02-22
73.62278,16.230644,2041-02-24
26.04892,-4.2255173,2041-02-26
192.10535,-17.612913,2041-02-28
237.34554,16.078987,2041-03-02
56.25771,16.434767,2041-03-04
226.87679,19.375767,2041-03-06
285.70624,13.098079,2041-03-08
237.44446,16.128887,2041-03-10
184.32903,6.469431,2041-03-12
154.12468,15.784382,2041-03-14
234.35461,25.739426,2041-03-16
171.57426,9.152698,2041-03-18
333.60672,16.86904,2041-03-20
225.78795,26.774372,2041-03-22
84.75506,20.562845,2041-03-24
145.42369,-17.05934,2041-03-26
194.13683,-4.736147,2041-03-28
155.23819,12.444742,2041-03-30
216.35687,7.690316,2041-04-01
257.36865,-3.86621,2041-04-03
130.98557,19.740807,2041-04-05
266.0741,-12.290676,2041-04-07
195.39294,21.424208,2041-04-09
105.17736,16.588362,2041-04-11
179.07574,-5.6380105,2041-04-13
192.62123,12.459855,2041-04-15
359.05954,-1.3694607,2041-04-17
309.69592,19.953176,2041-04-19
81.14875,9.208856,2041-04-21
277.42825,29.26058,2041-04-23
226.76381,-9.266163,2041-04-25
181.73805,17.717007,2041-04-27
235.64291,18.53317,2041-04-29
47.226734,5.023194,2041-05-01
106.5408,14.026058,2041-05-03
4.5788183,3.5080302,2041-05-05
186.5587,15.934851,2041-05-07
351.13242,8.8708,2041-05-09
168.98491,-15.6530285,2041-05-11
344.63513,11.368691,2041-05-13
305.92,15.231912,2041-05-15
190.44395,6.8105326,2041-05-17
53.205997,2.7347283,2041-05-19
263.98547,-11.163068,2041-05-21
111.4569,21.186617,2041-05-23
305.61462,20.552063,2041-05-25
7.487152,13.044312,2041-05-27
73.52332,1.1607592,2041-05-29
35.20731,6.553768,2041-05-31
106.53366,21.496696,2041-06-02
47.1335,6.790128,2041-06-04
26.319777,2.365138,2041-06-06
191.40599,7.561375,2041-06-08
224.7042,-1.6664233,2041-06-10
236.51872,18.548264,2041-06-12
347.7315,-1.255785,2041-06-14
328.961,4.2679925,2041-06-16
177.77524,17.553791,2041-06-18
226.14381,24.93116,2041-06-20
205.26807,25.71213,2041-06-22
56.324226,2.8307686,2041-06-24
231.2915,18.137375,2041-06-26
136.45035,23.528164,2041-06-28
0.13372982,2.001793,2041-06-30
235.87152,13.60311,2041-07-02
169.0344,21.205204,2041-07-04
47.618927,5.8535056,2041-07-06
13.83727,14.246482,2041-07-08
64.18589,13.920877,2041-07-10
12.405884,-3.2666845,2041-07-12
129.43288,15.964997,2041-07-14
199.82213,4.9442806,2041-07-16
175.356,18.859083,2041-07-18
249.63472,-21.916166,2041-07-20
66.840065,-6.421093,2041-07-22
260.6872,-3.7565572,2041-07-24
6.4883504,-24.271227,2041-07-26
262.0251,16.688147,2041-07-28
319.7649,17.099783,2041-07-30
85.01524,9.230768,2041-08-01
250.47977,29.65038,2041-08-03
97.3553,19.670593,2041-08-05
194.57277,25.008617,2041-08-07
200.03284,11.7114315,2041-08-09
263.2639,-22.390413,2041-08-11
178.35905,17.963427,2041-08-13
152.9324,17.232012,2041-08-15
166.27304,18.350718,2041-08-17
149.23886,16.110306,2041-08-19
306.24677,17.118965,2041-08-21
11.818416,-3.147435,2041-08-23
150.55014,19.574053,2041-08-25
300.4969,16.128006,2041-08-27
226.24733,9.446465,2041-08-29
96.85707,18.526588,2041-08-31
25.332605,0.9870293,2041-09-02
356.03308,-1.2963954,2041-09-04
27.553347,26.524399,2041-09-06
216.24931,11.042706,2041-09-08
194.92517,7.4048853,2041-09-10
208.84578,11.302755,2041-09-12
54.709694,1.6201178,2041-09-14
